word,neg_score,pos_score,label,checked,thinh
content,0,0,2,unchecked,2
stigmatism,0,0.5,1,unchecked,2
effervescent,0,0,2,unchecked,2
nonsignificant,0,0,2,checked,
outpatient,0.5,0,2,checked,
discontinuance,0,0,0,checked,
unfamiliarity,0.375,0,2,checked,
charged,0,0,2,unchecked,2
talented,0,0,2,unchecked,1
concealing,0,0,2,unchecked,2
appreciation,0,0.5,1,unchecked,1
susceptibility,0.25,0.125,2,unchecked,2
institutional,0,0,2,unchecked,2
invisible,0.625,0.25,2,checked,
unprofitably,0.5,0,0,checked,
ill-natured,0.875,0,0,checked,
groomed,0,0,2,unchecked,2
deconcentrate,0,0,2,checked,
bolt,0.125,0,2,unchecked,2
curable,0,0.125,2,unchecked,2
emotional,0,0.375,1,unchecked,2
counterrevolutionary,0,0,2,checked,
accurately,0,0,2,unchecked,1
stratified,0,0,2,unchecked,2
addicted,0,0,2,unchecked,2
patient,0,0.125,2,unchecked,2
adducent,0,0,2,unchecked,2
unintended,0.5,0,2,checked,
sufficiently,0,0,2,unchecked,1
grassless,0,0,2,checked,
coil,0,0,2,unchecked,2
sent,0,0,2,unchecked,2
destructiveness,0.625,0,0,checked,
consecrate,0,0,2,unchecked,2
undependability,0.625,0.25,0,checked,
aggressive,0,0.5,1,unchecked,0
styleless,0,0,0,checked,
untimbered,0.25,0.125,2,checked,
unharness,0,0,2,checked,
alienable,0,0,2,unchecked,2
encode,0,0,2,unchecked,2
unauthorized,0.875,0,0,checked,
unwitting,0,0,2,checked,
pure,0,0,2,unchecked,2
de-iodinate,0,0,2,checked,
internally,0,0,2,checked,
deactivation,0,0,2,checked,
partial,0,0,2,unchecked,2
diabatic,0,0,2,unchecked,2
toothless,0,0,0,checked,
nonoperational,0.5,0,0,checked,
cover,0,0,2,unchecked,2
apetalous,0,0,2,checked,
discouragement,0.375,0.125,0,checked,
dramatically,0,0.375,1,unchecked,2
unlawfulness,0.5,0,0,checked,
underived,0.25,0.375,2,checked,
soundness,0,0.125,2,unchecked,1
indispensableness,0.375,0.375,1,checked,
audibly,0,0.375,1,unchecked,2
unselfconsciousness,0.25,0.5,2,checked,
shaven,0,0,2,unchecked,2
unsocial,0.625,0,0,checked,
nonviolent,0,0,1,checked,
impartiality,0,0,2,checked,
psychoactive,0,0,2,unchecked,2
motility,0,0,2,unchecked,2
scented,0,0,2,unchecked,2
atonicity,0.5,0,2,checked,
restrictive,0,0,2,unchecked,0
knowingly,0,0.125,2,unchecked,2
territorial,0,0,2,unchecked,2
saturated,0,0,2,unchecked,2
unoffending,0,0,1,checked,
appreciatively,0,0.25,2,unchecked,2
incongruity,0.875,0.125,2,checked,
unacquisitive,0.5,0,2,checked,
certified,0,0,2,unchecked,2
palpable,0,0.625,1,unchecked,2
hopelessness,0.5,0.375,0,checked,
deodorize,0,0,2,checked,
worldly,0,0,2,unchecked,2
salubriousness,0.25,0.625,1,unchecked,1
unsheathed,0.75,0,2,checked,
unwilling,0.75,0,0,checked,
explode,0,0,2,unchecked,2
diplomatically,0,0.125,2,unchecked,2
logicality,0,0.75,1,unchecked,2
unrhythmical,0.75,0,2,checked,
unwholesomeness,0.75,0.125,0,checked,
careless,0,0,0,checked,
uncrowned,0.5,0,2,checked,
gathered,0,0,2,unchecked,2
unfairly,0,0.25,0,checked,
equipped,0,0,2,unchecked,2
criminalisation,0,0,2,unchecked,0
effective,0.125,0.25,2,unchecked,1
favorable,0,0.75,1,unchecked,1
incorrigible,0.5,0,0,checked,
malign,0,0,0,checked,
pigmentation,0,0,2,unchecked,2
wrap,0,0,2,unchecked,2
headless,0,0,2,checked,
nonfat,0,0,2,checked,
nonsectarian,0.625,0,2,checked,
untrustiness,0.75,0,0,checked,
unaccommodating,0,0,0,checked,
fame,0.25,0.25,2,unchecked,2
noncommercial,0.75,0,2,checked,
tuneless,0,0,0,checked,
shockable,0,0.625,1,unchecked,2
unholiness,0.375,0.375,0,checked,
undesirability,0.125,0.5,0,checked,
thoughtful,0,0.25,2,unchecked,1
impermeability,0.25,0,2,checked,
lawlessly,0,0.25,0,checked,
bridle,0,0,2,unchecked,2
misconstruction,0.375,0,0,checked,
infallible,0.5,0.125,1,checked,
crowned,0,0,2,unchecked,2
antimagnetic,0.375,0,2,checked,
remarkably,0,0,2,unchecked,2
impolitely,0,0.25,0,checked,
unseamanlike,0,0,2,checked,
even,0,0.125,2,unchecked,2
dependent,0,0,2,unchecked,2
auspicious,0,0.625,1,unchecked,1
uneasy,0.5,0,0,checked,
enterprising,0,0,2,unchecked,2
solvent,0,0.125,2,unchecked,2
sleeveless,0,0,2,checked,
unstatesmanlike,0,0,2,checked,
complete,0,0,2,unchecked,2
armament,0,0,2,unchecked,2
colonise,0,0,2,unchecked,2
personally,0,0,2,unchecked,2
antitype,0,0,2,checked,
unsociable,0.75,0,0,checked,
unregulated,0.625,0,0,checked,
unborn,0.125,0,2,checked,
impolite,0,0,0,checked,
qualify,0,0,2,unchecked,2
mediacy,0.25,0.375,2,unchecked,2
inconsideration,0.5,0.375,0,checked,
incoherence,0.125,0.125,0,checked,
appear,0,0,2,unchecked,2
irresolute,0,0,0,checked,
incommodious,0,0,0,checked,
unsold,0.75,0,0,checked,
random,0,0,2,unchecked,2
illegibility,0,0,0,checked,
discreet,0,0,2,unchecked,2
orienting,0,0,2,unchecked,2
tastefulness,0,0.875,1,unchecked,2
undynamic,0.625,0,0,checked,
untwine,0,0,2,checked,
flexible,0,0.375,1,unchecked,1
dependableness,0,0.625,1,unchecked,2
priestly,0,0,2,unchecked,2
unimodal,0,0,2,checked,
encumbered,0,0,2,unchecked,0
nonrepetitive,0.125,0,2,checked,
unreliableness,0.625,0.25,0,checked,
lighted,0,0,2,unchecked,2
untrained,0.5,0.125,0,checked,
unmalicious,0.778,0.222,1,checked,
unpatronized,0,0,2,checked,
responsibly,0,0.5,1,unchecked,1
understock,0,0,2,checked,
prove,0,0,2,unchecked,2
insubstantial,0.125,0,0,checked,
gutsy,0,0,2,unchecked,2
unaggressive,0.625,0,2,checked,
appealingly,0,0.375,1,unchecked,1
jawed,0,0,2,unchecked,2
awned,0,0,2,unchecked,2
indeterminate,0,0,2,checked,
conquerable,0,0,2,unchecked,2
eager,0,0,2,unchecked,1
unpalatability,0.125,0,0,checked,
manned,0,0,2,unchecked,2
contented,0,0,2,unchecked,1
disenfranchised,0,0,0,checked,
discourteous,0.25,0.625,0,checked,
reparable,0,0.625,1,unchecked,2
nonvolatile,0,0,2,checked,
appearance,0,0,2,unchecked,2
unconventional,0.75,0,2,checked,
nonresidential,0.125,0,2,checked,
earless,0,0,2,checked,
unreverberant,0.375,0.125,2,checked,
euphoria,0.5,0.125,0,unchecked,1
unlawfully,0,0.25,0,checked,
unbelted,0.25,0.125,2,checked,
morally,0,0.5,1,unchecked,1
noncomprehensive,0.125,0,0,checked,
irrelevant,0,0,0,checked,
beneficence,0,0.75,1,unchecked,1
unweaned,0.25,0,2,checked,
requisition,0,0,2,unchecked,2
unattributable,0.25,0.125,2,checked,
unfreeze,0,0,2,checked,
unrighteousness,0,0.625,0,checked,
inconsistently,0,0,0,checked,
truthfulness,0.25,0.5,2,unchecked,2
uncross,0,0,2,checked,
uncomfortably,0.375,0,0,checked,
disobedient,0,0,0,checked,
nonexistent,0,0,2,checked,
unrifled,0.5,0,2,checked,
dignified,0,0,2,unchecked,1
inconstant,0,0,2,checked,
crate,0,0,2,unchecked,2
disallow,0,0,0,checked,
unconcerned,0.25,0.25,0,checked,
legal,0,0,2,unchecked,1
embarrassment,0.125,0.25,2,unchecked,2
excusable,0,0.625,1,unchecked,1
disconnect,0.25,0,0,checked,
inflation,0,0,2,unchecked,2
demonetization,0.5,0,2,checked,
inelegant,0,0,0,checked,
tangled,0,0,2,unchecked,2
desirability,0,0.625,1,unchecked,2
nonionic,0.125,0.375,2,checked,
accustomed,0,0,2,unchecked,2
insalubriousness,0.25,0.5,0,checked,
anticlimactic,0,0,0,checked,
responsive,0,0,2,unchecked,2
censored,0,0,2,unchecked,2
funded,0,0,2,unchecked,2
unchanged,0.625,0,2,checked,
appositeness,0,0.75,1,unchecked,1
acceptable,0,0.625,1,unchecked,1
consequence,0,0,2,unchecked,2
hospitably,0,0.25,2,unchecked,1
unresentful,0.5,0,1,checked,
precisely,0,0.125,2,unchecked,1
ruminant,0,0,2,unchecked,2
cheerfulness,0.75,0.25,0,unchecked,1
loamless,0,0,2,checked,
imbalance,0,0,0,checked,
profitable,0,0.25,2,unchecked,1
impassable,0,0.625,1,checked,
voluntarily,0,0.375,1,unchecked,1
attractiveness,0.25,0.625,1,unchecked,1
unrestrained,0.625,0,2,checked,
sheathed,0,0,2,unchecked,2
political,0,0,2,unchecked,2
smoker,0,0,2,unchecked,2
understatement,0.125,0,2,checked,
inability,0.25,0.125,0,checked,
immorally,0.625,0,0,checked,
artless,0,0,0,checked,
unrespectable,0.125,0.625,0,checked,
enfranchisement,0,0,2,unchecked,1
unequivocalness,0,0.25,2,checked,
becomingness,0.25,0.5,2,unchecked,2
impious,0.5,0.25,0,checked,
ironed,0,0,2,unchecked,2
polite,0,0,2,unchecked,1
unreconstructed,0,0,2,checked,
drinker,0,0,2,unchecked,2
equal,0,0.125,2,unchecked,2
unlaced,0,0,2,checked,
inappositeness,0,0.75,0,checked,
infrequently,0,0,2,checked,
dystopia,0.625,0,0,checked,
harmless,0,0,1,checked,
undesigned,0.75,0,2,checked,
indigestibility,0.375,0,0,checked,
damaged,0,0,2,unchecked,2
unbind,0,0,2,checked,
demobilise,0,0,2,checked,
seasonably,0,0,2,unchecked,2
rimless,0,0,2,checked,
lipped,0,0,2,unchecked,2
interestingness,0,0.125,2,unchecked,1
concentrate,0,0.125,2,unchecked,2
worthlessness,0.5,0.125,0,checked,
destabilisation,0,0,0,checked,
yoke,0,0,2,unchecked,2
uncaulked,0.625,0,2,checked,
subhuman,0,0,0,checked,
disabling,0,0,0,checked,
fearfulness,0.875,0,0,unchecked,0
unreportable,0.5,0,2,checked,
inshore,0,0,2,unchecked,2
displeasing,0,0,0,checked,
dramatic,0,0.5,1,unchecked,2
crystalline,0,0,2,unchecked,2
ribless,0,0,2,checked,
nonmonotonic,0.375,0,2,checked,
chain,0,0,2,unchecked,2
capacity,0,0,2,unchecked,2
deciphered,0,0,2,unchecked,2
unkindness,0.25,0.375,0,checked,
ingratitude,0.625,0.25,0,checked,
discontinuous,0,0,2,checked,
untanned,0.625,0,2,checked,
filled,0,0,2,unchecked,2
printable,0,0.625,1,unchecked,2
intangible,0.625,0,2,checked,
stylish,0,0,2,unchecked,1
unexchangeability,0.5,0,2,checked,
native,0,0.125,2,unchecked,2
inaudible,0.5,0.125,0,checked,
snarl,0.25,0,2,unchecked,2
susceptible,0,0.5,1,unchecked,2
undeciphered,0.25,0,2,checked,
eared,0,0,2,unchecked,2
unpaid,0.125,0,0,checked,
adaptable,0,0,2,unchecked,2
auspiciousness,0.125,0.5,1,unchecked,1
tractable,0,0.5,1,unchecked,1
unalert,0.5,0.25,0,checked,
dehiscent,0,0,2,unchecked,2
decontamination,0.125,0,2,checked,
imprecise,0,0,0,checked,
nonspherical,0.125,0,2,checked,
insufficiently,0,0,0,checked,
theatrical,0,0,2,unchecked,2
purposeless,0,0,0,checked,
inexpressively,0,0.25,2,checked,
infectious,0.5,0,0,unchecked,0
overstate,0,0,2,unchecked,0
displeased,0.75,0.125,0,checked,
incalculable,0.625,0.125,2,checked,
antipyretic,0,0.5,1,checked,
collective,0,0,2,unchecked,2
enchanted,0,0,2,unchecked,2
eligibility,0.25,0.375,2,unchecked,2
mobilize,0,0,2,unchecked,2
spineless,0,0,0,checked,
glycerolize,0,0,2,unchecked,2
disintegrate,0,0,0,checked,
intolerance,0.375,0,0,checked,
infinite,0,0,2,checked,
astigmatism,0.625,0,2,checked,
smilingly,0,0.25,2,unchecked,2
protective,0,0,2,unchecked,2
corruptness,0.125,0.25,2,unchecked,0
impatience,0.625,0,0,checked,
conscientiousness,0,0.75,1,unchecked,1
defeated,0,0,2,unchecked,0
responsible,0,0.625,1,unchecked,1
friendliness,0,0.125,2,unchecked,1
descend,0,0,2,checked,
unturned,0.125,0,2,checked,
uniformity,0,0,2,unchecked,2
unrefined,0.75,0,0,checked,
diversified,0,0,2,unchecked,2
unconditioned,0.625,0,2,checked,
disorderly,0,0,0,checked,
unwind,0,0,2,checked,
kindly,0,0.5,1,unchecked,1
abducent,0,0,2,checked,
unadorned,0.625,0.25,2,checked,
piety,0.25,0.5,2,unchecked,1
uncommunicativeness,0.125,0.25,0,checked,
constructiveness,0.125,0.375,2,unchecked,1
dematerialise,0,0,2,checked,
inextricable,0.625,0,2,checked,
untied,0.125,0,2,checked,
undifferentiated,0.25,0,2,checked,
undeceive,0,0,2,checked,
zonal,0,0,2,unchecked,2
exactness,0,0.625,1,unchecked,1
desynchronize,0,0,2,checked,
organize,0,0,2,unchecked,2
decisive,0,0,2,unchecked,1
unlash,0,0,2,checked,
off-season,0,0,2,checked,
indivisible,0.625,0,2,checked,
detachable,0,0.25,2,checked,
abnormality,0,0.25,0,checked,
functioning,0,0,2,unchecked,1
disrepute,0.375,0.25,0,checked,
justly,0,0.125,2,unchecked,1
downwards,0,0,2,checked,
unconstitutional,0.75,0,0,checked,
nonfatal,0.375,0,1,checked,
faithfully,0,0.25,2,unchecked,1
disagreeableness,0.875,0.125,0,checked,
stemmed,0,0,2,unchecked,2
untune,0,0,0,checked,
noncollapsible,0.5,0,2,checked,
tolerance,0,0,2,unchecked,1
odorous,0,0,2,unchecked,2
studied,0,0,2,unchecked,2
dissimilarity,0.5,0.25,2,checked,
unable,0.75,0,0,checked,
calced,0,0,2,unchecked,2
communicative,0,0,2,unchecked,2
fueled,0,0,2,unchecked,2
Nonconformist,0.625,0,2,checked,
untrimmed,0.125,0,2,checked,
subtraction,0,0,2,checked,
unaddressed,0.125,0,2,checked,
superjacent,0,0,2,unchecked,2
conscious,0.25,0.125,2,unchecked,2
deceive,0,0,2,unchecked,0
unstudied,0.75,0,2,checked,
unlubricated,0.125,0,2,checked,
injudiciously,0,0.25,0,checked,
humorous,0.375,0.375,2,unchecked,1
unnatural,0.75,0,0,checked,
unaccustomed,0.75,0,2,checked,
appealing,0,0,2,unchecked,1
underspend,0,0,2,checked,
unenlightened,0,0.5,0,checked,
discharge,0,0,2,checked,
unreassuring,0,0,0,checked,
undiplomatically,0,0.25,0,checked,
unrestraint,0.375,0.375,2,checked,
uncrannied,0.5,0,2,checked,
unprofessional,0.625,0,0,checked,
nonvolatile_storage,0,0,2,checked,
bibless,0,0,2,checked,
nonpolitical,0.125,0.125,2,checked,
uncritical,0.375,0.375,2,checked,
unclearness,0.5,0.25,0,checked,
depreciation,0,0,0,checked,
disobey,0,0,0,checked,
perceptiveness,0.25,0.25,2,unchecked,2
repute,0,0.5,1,unchecked,2
undiscriminating,0,0,1,checked,
unexportable,0.75,0.25,2,checked,
unobtrusively,0,0.25,2,checked,
decriminalisation,0,0,2,checked,
unalarming,0,0,2,checked,
liveried,0,0,2,unchecked,2
mask,0,0,2,unchecked,2
unofficial,0.75,0,2,checked,
unburdened,0.75,0,1,checked,
accompanied,0,0,2,unchecked,2
sportingly,0,0.125,2,unchecked,1
nonalcoholic,0,0,2,checked,
nonhuman,0,0,2,checked,
trustfully,0,0.375,1,unchecked,1
unbox,0,0,2,checked,
unexpansive,0.5,0.25,2,checked,
unlivable,0.75,0.125,0,checked,
tactlessness,0.5,0.375,0,checked,
unplanted,0.125,0,2,checked,
posed,0,0,2,unchecked,2
inorganic,0,0,2,checked,
unsaddle,0,0,2,checked,
inviting,0,0,2,unchecked,2
anaphrodisia,0.375,0.25,2,checked,
incredulously,0,0.25,2,checked,
remediable,0,0,2,unchecked,1
unshockable,0.625,0.125,2,checked,
pleasantness,0,0.125,2,unchecked,1
unmindfulness,0.125,0.125,0,checked,
dedicated,0,0,2,unchecked,2
unmyelinated,0.125,0,2,checked,
unshaded,0.5,0,2,checked,
uncle,0,0,2,checked,
service,0,0,2,unchecked,2
collected,0,0,2,unchecked,2
offensively,0.5,0,0,unchecked,0
inadvisability,0.625,0.125,0,checked,
natural,0,0.25,2,unchecked,2
unacceptable,0.75,0,0,checked,
disesteem,0,0.25,0,checked,
unamended,0.125,0,2,checked,
combed,0,0,2,unchecked,2
agreeable,0,0.5,1,unchecked,1
militarise,0,0,2,unchecked,2
commissioned,0,0,2,unchecked,2
practicability,0.25,0.375,2,unchecked,2
tractability,0,0.5,1,unchecked,2
prejudiced,0,0,2,unchecked,2
painful,0,0,2,unchecked,0
inarticulate,0,0,0,checked,
nonparticulate,0,0,2,checked,
underprivileged,0.375,0,0,checked,
revived,0,0,2,unchecked,2
decently,0,0.25,2,unchecked,1
imprecision,0.5,0.375,0,checked,
valid,0,0.125,2,unchecked,1
income,0,0,2,unchecked,2
nondeductible,0.625,0,0,checked,
reassuring,0,0,2,unchecked,1
unintelligent,0,0,0,checked,
nonadsorbent,0,0,2,checked,
unlock,0,0,2,checked,
abnormal,0.75,0,0,checked,
resolutely,0,0.375,1,unchecked,1
unlimited,0.5,0,2,checked,
mobilise,0,0,2,unchecked,2
unenlightenment,0.375,0,0,checked,
provident,0,0,2,unchecked,1
warily,0,0.25,2,unchecked,2
invariability,0.625,0,2,checked,
spinous,0,0.25,2,unchecked,2
incompetence,0.25,0,0,checked,
depigmentation,0.625,0,2,checked,
unpardonably,0,0,0,checked,
uncoated,0.625,0,2,checked,
hopefulness,0.5,0.125,0,unchecked,2
cousinly,0,0,2,unchecked,2
odorless,0,0,2,checked,
dispensability,0.125,0.5,1,unchecked,2
imprecisely,0,0.125,0,checked,
peaceful,0,0,2,unchecked,1
unexhausted,0.25,0.375,2,checked,
overdress,0,0,2,unchecked,0
disjunctive,0,0,2,checked,
defense,0,0,2,checked,
restraint,0,0,2,unchecked,2
believingly,0,0,2,unchecked,1
unangry,0.125,0,2,checked,
metamorphic,0,0,2,unchecked,2
unworthiness,0.25,0.5,0,checked,
unattractively,0,0.375,0,checked,
personalise,0,0,2,unchecked,2
uncoil,0,0,2,checked,
changelessness,0,0,2,checked,
gloveless,0,0,2,checked,
pretentiously,0,0,2,unchecked,0
adaptability,0,0.25,2,unchecked,2
insoluble,0,0.25,2,checked,
appropriately,0,0.25,2,unchecked,1
hypothermia,0.25,0,0,checked,
shaded,0,0,2,unchecked,2
secured_bond,0,0,2,unchecked,2
unleaded,0.75,0,2,checked,
untidiness,0.25,0,0,checked,
unstring,0,0,2,checked,
unsnarl,0,0,2,checked,
inequitably,0,0.25,0,checked,
persuade,0,0,2,unchecked,2
unwellness,0,0,0,checked,
uncontested,0.625,0,2,checked,
bridgeable,0,0.375,1,unchecked,2
detransitivize,0,0,2,checked,
decolonise,0,0,2,checked,
degrade,0,0,0,checked,
nonproliferation,0,0,2,checked,
benignity,0.375,0.5,2,unchecked,1
activation,0,0,2,unchecked,2
sufficient,0,0,2,unchecked,1
inutility,0.25,0.375,0,checked,
insensitiveness,0.625,0.125,0,checked,
toothed,0,0,2,unchecked,2
tolerantly,0,0.25,2,unchecked,1
convincingly,0,0.375,1,unchecked,1
proved,0,0,2,unchecked,2
familiar,0.125,0.25,2,unchecked,2
unspecialized,0.75,0,0,checked,
impossible,0.75,0,0,checked,
responsibility,0,0,2,unchecked,2
unbarreled,0.75,0,2,checked,
available,0,0.375,1,unchecked,2
separably,0,0,2,unchecked,2
ineligible,0.25,0.125,0,checked,
quiet,0.625,0.125,0,unchecked,2
membered,0,0,2,unchecked,2
unrhetorical,0.125,0.125,2,checked,
nonresident,0,0,2,checked,
incorruptibility,0.75,0.25,1,checked,
appealable,0,0.5,1,unchecked,1
incurableness,0.125,0.125,0,checked,
unpatriotic,0.25,0.375,0,checked,
bracteate,0,0,2,unchecked,2
incoherently,0,0.25,0,checked,
composed,0,0,2,unchecked,2
intolerably,0.375,0,0,checked,
unemployment,0.625,0,0,checked,
cheerfully,0,0.375,1,unchecked,1
handed,0,0,2,unchecked,2
wariness,0,0.5,1,unchecked,2
landless,0,0,2,checked,
dissociate,0,0,2,checked,
unconvincing,0,0,0,checked,
segregation,0,0,2,unchecked,2
desynchronization,0,0,2,checked,
impenetrable,0.75,0,2,checked,
permissible,0,0,2,unchecked,1
uncommitted,0.75,0,0,checked,
discriminating,0,0,2,unchecked,2
unapproachability,0.75,0.125,0,checked,
septic,0.625,0,0,unchecked,0
able,0,0.125,2,unchecked,2
unforgettable,0.5,0.125,1,checked,
disapprobation,0.5,0.5,0,checked,
unrewarding,0,0,0,checked,
immutable,0.625,0,2,checked,
easy,0.25,0.625,1,unchecked,2
persuasive,0,0,2,unchecked,1
omnivorous,0.125,0,2,unchecked,2
systematically,0,0.25,2,unchecked,2
bedless,0,0,2,checked,
denationalise,0,0,2,checked,
detached,0,0,2,checked,
quietly,0.375,0,0,unchecked,2
conjunctive,0,0,2,unchecked,2
amended,0,0,2,unchecked,1
decalcify,0,0,2,checked,
noncausative,0.25,0,2,checked,
written,0,0,2,unchecked,2
irregular,0.5,0,2,checked,
mindfully,0,0.375,1,unchecked,1
benevolently,0,0.375,1,unchecked,1
historical,0,0,2,unchecked,2
impenitent,0,0,0,checked,
appendaged,0,0,2,unchecked,2
disorderliness,0.25,0,0,checked,
permanent,0,0,2,unchecked,2
uncouple,0,0,2,checked,
dehumanize,0,0,0,checked,
nonexplosive,0.375,0,2,checked,
acyclic,0,0,2,checked,
unmelodious,0.625,0.125,0,checked,
enlivened,0,0,2,unchecked,1
braid,0,0,2,unchecked,2
insalubrity,0.25,0.5,0,checked,
bellied,0,0,2,unchecked,2
nonmoving,0,0,2,checked,
unmade,0,0,2,checked,
conditional,0,0.375,1,unchecked,2
gracelessly,0,0,0,checked,
unhesitatingly,0,0,2,checked,
animate,0,0,2,unchecked,2
agreeably,0,0.375,1,unchecked,2
reflected,0,0,2,unchecked,2
mutable,0,0.625,1,unchecked,2
ungracious,0,0.75,0,checked,
dishonestly,0,0.25,0,checked,
feathered,0,0,2,unchecked,2
saponified,0,0,2,unchecked,2
unenlivened,0.625,0,0,checked,
seamanlike,0,0,2,unchecked,2
unwrapped,0.625,0,2,checked,
approvingly,0,0.375,1,unchecked,1
competitively,0,0,2,unchecked,2
infect,0,0,2,unchecked,0
string,0,0,2,unchecked,2
unavailability,0.625,0.25,0,checked,
desensitize,0,0,2,checked,
disliked,0,0,0,checked,
incompatible,0.25,0.25,0,checked,
similar,0.25,0.375,2,unchecked,2
orthodox,0,0,2,unchecked,2
impermeable,0,0,2,checked,
underpay,0,0,0,checked,
nonpregnant,0,0,2,checked,
institutionalized,0,0,2,unchecked,2
inexpressible,0,0,2,checked,
trimmed,0,0,2,unchecked,2
unadaptability,0.5,0.25,0,checked,
overshoot,0,0,2,unchecked,2
punctual,0,0,2,unchecked,1
indestructible,0.125,0.375,1,checked,
sensitive,0,0,2,unchecked,2
disobediently,0,0.125,0,checked,
transitive,0,0,2,unchecked,2
nonsubmersible,0.625,0,2,checked,
conclusiveness,0.125,0.375,2,unchecked,2
stuck,0,0,2,unchecked,0
regenerate,0,0,2,unchecked,2
unservile,0,0,2,checked,
inexactness,0.75,0.125,0,checked,
moral,0.125,0.625,1,unchecked,1
outflow,0,0,2,checked,
undergarment,0,0,2,checked,
frozen,0,0,2,unchecked,2
centralization,0,0,2,unchecked,2
sinkable,0,0.625,1,unchecked,2
irrevocable,0.75,0,2,checked,
dysphemistic,0.75,0,0,checked,
laced,0,0,2,unchecked,2
incorporeal,0,0,2,checked,
unperceptiveness,0,0.625,0,checked,
joylessly,0,0.25,0,checked,
nonastringent,0,0,2,checked,
deflationary,0,0.125,0,checked,
unevenly,0,0,2,checked,
civil,0,0.125,2,unchecked,2
unapproachable,0.375,0,0,checked,
frequently,0,0,2,unchecked,2
unmelted,0.25,0,2,checked,
undomestic,0.625,0,2,checked,
descriptive,0,0,2,unchecked,2
construction,0,0,2,unchecked,2
reputability,0,0.75,1,unchecked,2
literate,0,0,2,unchecked,2
edifying,0,0,2,unchecked,1
tolerable,0,0.125,2,unchecked,1
pleasing,0,0,2,unchecked,1
muzzle,0,0,2,unchecked,2
unfrozen,0.125,0,2,checked,
unlikeness,0.5,0,0,checked,
variability,0.375,0.125,2,unchecked,2
unemployed,0.625,0,0,checked,
consolable,0,0.125,2,unchecked,1
disentangle,0,0,2,checked,
unpointedness,0,0,2,checked,
unsusceptibility,0.25,0.125,2,checked,
tubed,0,0,2,unchecked,2
unrecognizably,0,0.375,2,checked,
unappealable,0.5,0,0,checked,
type,0,0,2,unchecked,2
wholesome,0,0,2,unchecked,1
corrected,0,0,2,unchecked,2
germfree,0,0,1,checked,
dishonest,0,0,0,checked,
influx,0,0,2,unchecked,2
originality,0,0,2,unchecked,2
unvoiced,0,0,2,checked,
truthful,0,0,2,unchecked,1
potent,0,0,2,unchecked,1
seemliness,0,0.5,1,unchecked,1
directness,0,0.25,2,unchecked,2
exportable,0,0.75,1,unchecked,2
respectfully,0,0.125,2,unchecked,1
unlighted,0.75,0,2,checked,
expired,0,0,2,unchecked,0
uncivilly,0,0.25,0,checked,
increment,0,0,2,checked,
waxed,0,0,2,unchecked,2
coastal,0,0,2,unchecked,2
audible,0,0.375,1,unchecked,2
unmindful,0.75,0.125,0,checked,
inadequately,0.375,0,0,checked,
subordination,0,0.125,2,unchecked,2
elasticity,0,0,2,unchecked,2
inconspicuous,0.5,0.125,2,checked,
unlawful,0.75,0,0,checked,
intelligibly,0,0.125,2,unchecked,1
precedentedly,0,0,2,unchecked,2
legless,0,0,2,checked,
unmemorably,0,0.25,0,checked,
decisiveness,0,0.25,2,unchecked,2
integrative,0.25,0.125,2,unchecked,2
illiberality,0.5,0.125,0,checked,
truthfully,0,0.125,2,unchecked,1
disproportion,0,0.25,0,checked,
validate,0,0,2,unchecked,2
unchivalrously,0,0.25,0,checked,
unbelievably,0.5,0,2,checked,
uninformed,0.125,0.25,0,checked,
unflattering,0,0,0,checked,
hypoglycemia,0.625,0,0,checked,
inactivation,0,0,2,checked,
usual,0,0.125,2,unchecked,2
noncrystalline,0,0,2,checked,
paintable,0,0,2,unchecked,2
engagement,0,0,2,unchecked,2
stable,0,0,2,unchecked,1
uncamphorated,0.25,0,2,checked,
meaningfulness,0.125,0.75,1,unchecked,2
unjustifiably,0,0,0,checked,
disloyally,0.375,0,0,checked,
skillfulness,0,0.25,2,unchecked,2
incompressibility,0.125,0,2,checked,
perfectibility,0,0.375,1,unchecked,2
memberless,0,0,2,checked,
merited,0,0,2,unchecked,1
wary,0,0.625,1,unchecked,2
inadvisable,0.625,0.125,0,checked,
enthusiastically,0,0.375,1,unchecked,1
dynamic,0.25,0.375,2,unchecked,2
nonuniformity,0.25,0.5,2,checked,
gutlessness,0.5,0,0,checked,
uncommunicative,0.625,0.125,0,checked,
hornless,0,0,2,checked,
starless,0,0,2,checked,
uncongenial,0.667,0.333,0,checked,
adroitly,0,0.625,1,unchecked,1
avenged,0,0,2,unchecked,2
paved,0,0,2,unchecked,2
malignity,0.875,0,0,checked,
crescendo,0,0,2,unchecked,2
belief,0,0.125,2,unchecked,2
inequity,0.625,0.25,0,checked,
unsinkable,0.625,0,2,checked,
immodestly,0,0.25,0,checked,
desensitizing,0,0,2,checked,
decriminalize,0,0,2,checked,
unscrupulousness,0.5,0.5,0,checked,
infertility,0.375,0,0,checked,
unprintable,0.25,0.75,2,checked,
unusual,0.625,0.125,2,checked,
expedient,0.5,0.25,2,unchecked,2
determinate,0,0,2,unchecked,2
offshore,0,0,2,checked,
seeded,0,0,2,unchecked,2
sheathe,0,0,2,unchecked,2
unabused,0.25,0.375,2,checked,
inefficacious,0,0.25,0,checked,
clutter,0.125,0,2,unchecked,2
dissimilar,0,0,2,checked,
